Title,DOI,Open Access,source_file
Dichloromethyllithium: Synthesis and Application in Continuous Flow Mode,10.1021/acs.orglett.6b03753,No,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
"2‐<i>tert</i>‐Butylimino‐2‐diethylamino‐1,3‐dimethylperhydro‐1,3,2‐ diazaphosphorine Supported on Polystyrene (PS‐BEMP) as an Efficient Recoverable and Reusable Catalyst for the Phenolysis of Epoxides under Solvent‐Free Conditions",10.1002/adsc.201000375,No,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
Continuous‐Flow Synthesis of Adipic Acid from Cyclohexene Using Hydrogen Peroxide in High‐Temperature Explosive Regimes,10.1002/cssc.201300197,No,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
Synthesis of Fused Pyrimidinone and Quinolone Derivatives in an Automated High-Temperature and High-Pressure Flow Reactor,10.1021/acs.joc.6b02520,No,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
"High temperature continuous flow synthesis of CdSe/CdS/ZnS, CdS/ZnS, and CdSeS/ZnS nanocrystals",10.1039/c5nr04510j,No,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
Continuous Flow Synthesis under High-Temperature/High-Pressure Conditions Using a Resistively Heated Flow Reactor,10.1021/acs.oprd.7b00063,No,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
Continuous Flow Synthesis of <i>n</i>-Alkyl Chlorides in a High-Temperature Microreactor Environment,10.1021/op300273u,No,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
High temperature flow synthesis of iron oxide nanoparticles: Size tuning via reactor engineering,10.1016/j.cej.2023.144542,Yes,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
High‐Temperature Synthesis of Amides from Alcohols or Aldehydes by Using Flow Chemistry,10.1002/ejoc.201403280,No,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
Study on the Microwave-Assisted Batch and Continuous Flow Synthesis of N-Alkyl-Isoindolin-1-One-3-Phosphonates by a Special Kabachnik–Fields Condensation,10.3390/molecules25143307,Yes,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
A Continuous Flow Cell for High‐Temperature/High‐Pressure Electroorganic Synthesis,10.1002/celc.202000696,Yes,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
Exploratory Process Development of a High-Temperature Thermal (3 + 2) Cycloaddition in Continuous Flow for the Synthesis of Seltorexant,10.1021/acs.oprd.3c00113,No,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
Nafion‐H‐Catalyzed High‐Temperature/High‐Pressure Synthesis of a Triarylmethane in Continuous‐Flow Mode,10.1002/ceat.201400581,No,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
Dry reforming of methane by stable Ni–Mo nanocatalysts on single-crystalline MgO,10.1126/science.aav2412,No,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
Chemistry of Furan Conversion into Aromatics and Olefins over HZSM-5: A Model Biomass Conversion Reaction,10.1021/cs200103j,Yes,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
Large-scale production of single-walled carbon nanotubes by induction thermal plasma,10.1088/0022-3727/40/8/s17,No,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
Heterogeneous Versus Homogeneous Palladium Catalysts for Ligandless Mizoroki–Heck Reactions: A Comparison of Batch/Microwave and Continuous‐Flow Processing,10.1002/chem.200802200,No,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
Solar-Driven Coal Gasification in a Thermally Irradiated Packed-Bed Reactor,10.1021/ef800027c,No,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
Plasma Synthesis of Large Quantities of Zinc Oxide Nanorods,10.1021/jp065390b,Yes,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
Continuous flow reactions in the preparation of active pharmaceutical ingredients and fine chemicals,10.1039/d4cc00418c,No,paper_results_high_temperature_flow_synthesis_20260325_150554.xlsx
Flash Chemistry: Fast Chemical Synthesis by Using Microreactors,10.1002/chem.200800582,No,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Multistep Continuous‐Flow Microchemical Synthesis Involving Multiple Reactions and Separations,10.1002/anie.200701434,No,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Supported Catalysis in Continuous‐Flow Microreactors,10.1002/adsc.201401081,Yes,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Heterogeneous catalytic synthesis using microreactor technology,10.1039/c0gc00133c,No,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Electroorganic Synthesis under Flow Conditions,10.1021/acs.accounts.9b00497,No,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Controlled multistep synthesis in a three-phase droplet reactor,10.1038/ncomms4777,Yes,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Suzuki–Miyaura cross-coupling optimization enabled by automated feedback,10.1039/c6re00153j,Yes,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Continuous Flow Enzyme-Catalyzed Polymerization in a Microreactor,10.1021/ja111346c,No,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Micro-chemical synthesis of molecular probes on an electronic microfluidic device,10.1073/pnas.1117566109,Yes,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Asymmetric reactions in continuous flow,10.3762/bjoc.5.19,Yes,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
High-rate synthesis of Cu–BTC metal–organic frameworks,10.1039/c3cc46049e,No,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Microfluidic immobilized enzyme reactors for continuous biocatalysis,10.1039/c9re00217k,Yes,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Chemical Synthesis in Microreactors,10.2533/000942902777679984,Yes,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Flow Technology for the Genesis and Use of (Highly) Reactive Organometallic Reagents,10.1002/chem.201903353,No,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Reactions of Difunctional Electrophiles with Functionalized Aryllithium Compounds: Remarkable Chemoselectivity by Flash Chemistry,10.1002/anie.201410717,Yes,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Spurring Radical Reactions of Organic Halides with Tin Hydride and TTMSS Using Microreactors,10.1021/ol702718z,No,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Pd NP-Loaded and Covalently Cross-Linked COF Membrane Microreactor for Aqueous CBs Dechlorination at Room Temperature,10.1021/acsami.8b04022,No,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
A three-tiered colloidosomal microreactor for continuous flow catalysis,10.1038/s41467-021-26381-x,Yes,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
In Situ IR and X-ray High Spatial-Resolution Microspectroscopy Measurements of Multistep Organic Transformation in Flow Microreactor Catalyzed by Au Nanoclusters,10.1021/ja412740p,No,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Sol‐Gel and Porous Glass‐Based Silica Monoliths with Hierarchical Pore Structure for Solid‐Liquid Catalysis,10.1002/cite.201600049,Yes,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
"A Continuous Process for Buchwald–Hartwig Amination at Micro-, Lab-, and Mesoscale Using a Novel Reactor Concept",10.1021/acs.oprd.5b00350,No,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
"Efficient Synthesis of 1,3-Dialkylimidazolium-Based Ionic Liquids: The Modified Continuous Radziszewski Reaction in a Microreactor Setup",10.1021/op100055f,No,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
A Novel Approach to Functionalization of Aryl Azides through the Generation and Reaction of Organolithium Species Bearing Masked Azides in Flow Microreactors,10.1002/anie.201912419,No,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Enantioselective Organocatalysis in Microreactors: Continuous Flow Synthesis of a (S)-Pregabalin Precursor and (S)-Warfarin,10.3390/sym7031395,Yes,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Design and development of TiO2 coated microflow reactor for photocatalytic partial oxidation of benzyl alcohol,10.1016/j.mcat.2020.110884,Yes,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Engineering Research Progress of Electrochemical Microreaction Technology—A Novel Method for Electrosynthesis of Organic Chemicals,10.1016/j.eng.2020.06.025,Yes,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Development of a ZnO Nanowire Continuous Flow Microreactor with β-Glucosidase Activity: Characterization and Application for the Glycosylation of Natural Products,10.1021/acssuschemeng.1c02557,No,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Synthesis of Organometallic Compounds in Flow,10.1002/hlca.201900172,Yes,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Ethyl diazoacetate synthesis in flow,10.3762/bjoc.9.211,Yes,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Electric field–assisted anion-π catalysis on carbon nanotubes in electrochemical microfluidic devices,10.1126/sciadv.adj5502,Yes,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
A monolithic and flexible fluoropolymer film microreactor for organic synthesis applications,10.1039/c4lc00748d,Yes,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Organic Synthesis in Soft Wall-Free Microreactors: Real-Time Monitoring of Fluorogenic Reactions,10.1021/ac800855u,No,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
On the performance of liquid-liquid Taylor flow electrochemistry in a microreactor – A CFD study,10.1016/j.cej.2021.131443,Yes,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Continuous flow microreactors for drug discovery.,,No,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Sustainable and Advanced LED-Implanted Microfluidic Photoreactor with Coupled Optical Fiber Enabling Efficient Photocatalytic Synthesis Beside Online Reaction Progress Monitoring,10.1021/acsomega.4c04836,Yes,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Fundamental and Development of Microreaction Technology for the Application of Fine Chemicals Synthesis,10.1080/00219592.2023.2197011,Yes,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Microreactors as Tools for Synthetic Chemists—The Chemists' Round‐Bottomed Flask of the 21st Century?,10.1002/chem.200600596,No,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Microfluidics in Inorganic Chemistry,10.1002/anie.200904285,Yes,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Tools for chemical synthesis in microsystems,10.1039/c4lc00330f,Yes,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
"The rise of continuous flow biocatalysis – fundamentals, very recent developments and future perspectives",10.1039/d0re00335b,Yes,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Nanocrystal synthesis in microfluidic reactors: where next?,10.1039/c4lc00429a,Yes,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Glass microchip with three-dimensional microchannel network for 2 × 2 parallel synthesis,10.1039/b208382p,No,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
The Application of Microreactors for Small Scale Organic Synthesis,10.1002/ceat.200407124,No,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Flow chemistry in the multi-step synthesis of natural products,10.1016/j.gresc.2022.07.007,Yes,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Design and Characterization of a Scaled-up Ultrasonic Flow Reactor,10.1021/acs.oprd.0c00148,Yes,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
A flow reactor setup for photochemistry of biphasic gas/liquid reactions,10.3762/bjoc.12.170,Yes,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Chemical and Biochemical Reactors for Controlled Synthesis of Organic and Inorganic Compounds,10.1134/s1070427222110015,No,paper_results_microreactor_synthesis_organic_chemistry_20260325_144913.xlsx
Effect of stabilizer EDTA on the thermal hazard of green synthesis process of adipic acid and development of microchannel continuous flow process,10.48130/emst-2023-0022,Yes,paper_results_thermal_continuous_flow_synthesis_exothermic_20260325_145308.xlsx
"Continuous Processing to Control a Potentially Hazardous Process:  Conversion of Aryl 1,1-Dimethylpropargyl Ethers to 2,2-Dimethylchromenes (2,2-Dimethyl-2<i>H</i>-1-Benzopyrans)",10.1021/op0100504,No,paper_results_thermal_continuous_flow_synthesis_exothermic_20260325_145308.xlsx
The continuous flow synthesis of azos,10.1007/s41981-024-00307-2,Yes,paper_results_thermal_continuous_flow_synthesis_exothermic_20260325_145308.xlsx
The Chapman rearrangement in a continuous-flow microreactor,10.1039/c9ra01347d,Yes,paper_results_thermal_continuous_flow_synthesis_exothermic_20260325_145308.xlsx
Continuous Synthesis of an Intermediate of Quinolone Antibiotic Drug Using Static Mixers,10.1021/op025561k,No,paper_results_thermal_continuous_flow_synthesis_exothermic_20260325_145308.xlsx
"Safety Guided Process Development and Scale-Up of the Highly Energetic Compound 4-Methyl-1,2,5-oxadiazole-3-carboxylic Acid",10.1021/acs.oprd.4c00137,No,paper_results_thermal_continuous_flow_synthesis_exothermic_20260325_145308.xlsx
Multi-Step Microfluidic Polymerization Reactions Conducted in Droplets: The Internal Trigger Approach,10.1021/ja8029174,No,paper_results_thermal_continuous_flow_synthesis_exothermic_20260325_145308.xlsx
Modular Microreaction Systems for Homogeneously and Heterogeneously Catalyzed Chemical Synthesis,10.1002/hlca.200490304,No,paper_results_thermal_continuous_flow_synthesis_exothermic_20260325_145308.xlsx
Droplet synthesis of well-defined block copolymers using solvent-resistant microfluidic device,10.1039/c0lc00321b,Yes,paper_results_thermal_continuous_flow_synthesis_exothermic_20260325_145308.xlsx
Orifice microreactor for the production of an organic peroxide – non-reactive and reactive characterization,10.1039/c2gc35043b,No,paper_results_thermal_continuous_flow_synthesis_exothermic_20260325_145308.xlsx
